GeoFips,GeoName,LineCode,Description,2019
15000,Hawaii,63,"        Miscellaneous professional, scientific, and technical services",(NA)
15000,Hawaii,64,      Management of companies and enterprises,1310.8
15000,Hawaii,65,      Administrative and support and waste management and remediation services,2859.3
15000,Hawaii,66,        Administrative and support services,(NA)
15000,Hawaii,67,        Waste management and remediation services,(NA)
15000,Hawaii,68,"    Educational services, health care, and social assistance",6752.4
15000,Hawaii,69,      Educational services,844.3
15000,Hawaii,70,      Health care and social assistance,5919.1
15000,Hawaii,71,        Ambulatory health care services,(NA)
15000,Hawaii,72,        Hospitals,(NA)
15000,Hawaii,73,        Nursing and residential care facilities,(NA)
15000,Hawaii,74,        Social assistance,(NA)
15000,Hawaii,75,"    Arts, entertainment, recreation, accommodation, and food services",7892.3
15000,Hawaii,76,"      Arts, entertainment, and recreation",907.1
15000,Hawaii,77,"        Performing arts, spectator sports, museums, and related activities",(NA)
15000,Hawaii,78,"        Amusement, gambling, and recreation industries",(NA)
15000,Hawaii,79,      Accommodation and food services,6983.5
15000,Hawaii,80,        Accommodation,(NA)
15000,Hawaii,81,        Food services and drinking places,(NA)
15000,Hawaii,82,    Other services (except government and government enterprises),1753.9
15000,Hawaii,83,  Government and government enterprises,16268.9
15000,Hawaii,84,    Federal civilian,(NA)
15000,Hawaii,85,    Military,(NA)
15000,Hawaii,86,    State and local,(NA)
15000,Hawaii,,Addenda:,
15000,Hawaii,87,Natural resources and mining,851.7
15000,Hawaii,88,Trade,8660
15000,Hawaii,89,Transportation and utilities,6166.7
15000,Hawaii,91,Private goods-producing industries 2/,6680.3
15000,Hawaii,92,Private services-providing industries 3/,60580.5
16000,Idaho,1,All industry total,72494.4
16000,Idaho,2,  Private industries,63630.5
16000,Idaho,3,"    Agriculture, forestry, fishing and hunting",4919.6
16000,Idaho,4,      Farms,(NA)
16000,Idaho,5,"      Forestry, fishing, and related activities",(NA)
16000,Idaho,6,"    Mining, quarrying, and oil and gas extraction",360.5
16000,Idaho,7,      Oil and gas extraction,(NA)
16000,Idaho,8,      Mining (except oil and gas),(NA)
16000,Idaho,9,      Support activities for mining,(NA)
16000,Idaho,10,    Utilities,1247.1
16000,Idaho,11,    Construction,4121.5
16000,Idaho,12,    Manufacturing,8024.6
16000,Idaho,13,      Durable goods manufacturing,5196.7
16000,Idaho,14,        Wood product manufacturing,(NA)
16000,Idaho,15,        Nonmetallic mineral product manufacturing,(NA)
16000,Idaho,16,        Primary metal manufacturing,(NA)
16000,Idaho,17,        Fabricated metal product manufacturing,(NA)
16000,Idaho,18,        Machinery manufacturing,(NA)
16000,Idaho,19,        Computer and electronic product manufacturing,(NA)
16000,Idaho,20,"        Electrical equipment, appliance, and component manufacturing",(NA)
16000,Idaho,21,"        Motor vehicles, bodies and trailers, and parts manufacturing",(NA)
16000,Idaho,22,        Other transportation equipment manufacturing,(NA)
16000,Idaho,23,        Furniture and related product manufacturing,(NA)
16000,Idaho,24,        Miscellaneous manufacturing,(NA)
16000,Idaho,25,      Nondurable goods manufacturing,2850.5
16000,Idaho,26,        Food and beverage and tobacco product manufacturing,(NA)
16000,Idaho,27,        Textile mills and textile product mills,(NA)
16000,Idaho,28,"        Apparel, leather, and allied product manufacturing",(NA)
16000,Idaho,29,        Paper manufacturing,(NA)
16000,Idaho,30,        Printing and related support activities,(NA)
16000,Idaho,31,        Petroleum and coal products manufacturing,(NA)
16000,Idaho,32,        Chemical manufacturing,(NA)
16000,Idaho,33,        Plastics and rubber products manufacturing,(NA)
16000,Idaho,34,    Wholesale trade,4368.7
16000,Idaho,35,    Retail trade,6023.3
16000,Idaho,36,    Transportation and warehousing,1949.5
16000,Idaho,37,      Air transportation,(NA)
16000,Idaho,38,      Rail transportation,(NA)
16000,Idaho,39,      Water transportation,(NA)
16000,Idaho,40,      Truck transportation,(NA)
16000,Idaho,41,      Transit and ground passenger transportation,(NA)
16000,Idaho,42,      Pipeline transportation,(NA)
16000,Idaho,43,      Other transportation and support activities,(NA)
16000,Idaho,44,      Warehousing and storage,(NA)
16000,Idaho,45,    Information,1815.7
16000,Idaho,46,      Publishing industries (except Internet),(NA)
16000,Idaho,47,      Motion picture and sound recording industries,(NA)
16000,Idaho,48,      Broadcasting (except Internet) and telecommunications,(NA)
16000,Idaho,49,"      Data processing, hosting, and other information services",(NA)
16000,Idaho,50,"    Finance, insurance, real estate, rental, and leasing",12119.4
16000,Idaho,51,      Finance and insurance,2764
16000,Idaho,52,"        Monetary Authorities- central bank, credit intermediation, and related services",(NA)
16000,Idaho,53,"        Securities, commodity contracts, and other financial investments and related activities",(NA)
16000,Idaho,54,        Insurance carriers and related activities,(NA)
16000,Idaho,55,"        Funds, trusts, and other financial vehicles",(NA)
16000,Idaho,56,      Real estate and rental and leasing,9350.9
16000,Idaho,57,        Real estate,(NA)
16000,Idaho,58,        Rental and leasing services and lessors of nonfinancial intangible assets,(NA)
16000,Idaho,59,    Professional and business services,7782.8
16000,Idaho,60,"      Professional, scientific, and technical services",4207.8
16000,Idaho,61,        Legal services,(NA)
16000,Idaho,62,        Computer systems design and related services,(NA)
16000,Idaho,63,"        Miscellaneous professional, scientific, and technical services",(NA)
16000,Idaho,64,      Management of companies and enterprises,990.4
16000,Idaho,65,      Administrative and support and waste management and remediation services,2601
16000,Idaho,66,        Administrative and support services,(NA)
16000,Idaho,67,        Waste management and remediation services,(NA)
16000,Idaho,68,"    Educational services, health care, and social assistance",6681.3
16000,Idaho,69,      Educational services,547.4
16000,Idaho,70,      Health care and social assistance,6137.3
16000,Idaho,71,        Ambulatory health care services,(NA)
16000,Idaho,72,        Hospitals,(NA)
16000,Idaho,73,        Nursing and residential care facilities,(NA)
16000,Idaho,74,        Social assistance,(NA)
16000,Idaho,75,"    Arts, entertainment, recreation, accommodation, and food services",2651.1
16000,Idaho,76,"      Arts, entertainment, and recreation",563.7
16000,Idaho,77,"        Performing arts, spectator sports, museums, and related activities",(NA)
16000,Idaho,78,"        Amusement, gambling, and recreation industries",(NA)
16000,Idaho,79,      Accommodation and food services,2089.3
16000,Idaho,80,        Accommodation,(NA)
16000,Idaho,81,        Food services and drinking places,(NA)
16000,Idaho,82,    Other services (except government and government enterprises),1300.8
16000,Idaho,83,  Government and government enterprises,8912.1
16000,Idaho,84,    Federal civilian,(NA)
16000,Idaho,85,    Military,(NA)
16000,Idaho,86,    State and local,(NA)
16000,Idaho,,Addenda:,
16000,Idaho,87,Natural resources and mining,5222.7
16000,Idaho,88,Trade,10387.8
16000,Idaho,89,Transportation and utilities,3193.2
16000,Idaho,91,Private goods-producing industries 2/,17684.1
16000,Idaho,92,Private services-providing industries 3/,45894
17000,Illinois,1,All industry total,782019
17000,Illinois,2,  Private industries,710995.6
17000,Illinois,3,"    Agriculture, forestry, fishing and hunting",8200.1
17000,Illinois,4,      Farms,(NA)
17000,Illinois,5,"      Forestry, fishing, and related activities",(NA)
17000,Illinois,6,"    Mining, quarrying, and oil and gas extraction",3394.5
17000,Illinois,7,      Oil and gas extraction,(NA)
17000,Illinois,8,      Mining (except oil and gas),(NA)
17000,Illinois,9,      Support activities for mining,(NA)
17000,Illinois,10,    Utilities,13442.7
17000,Illinois,11,    Construction,22750.5
17000,Illinois,12,    Manufacturing,99590.5
17000,Illinois,13,      Durable goods manufacturing,49604.9
17000,Illinois,14,        Wood product manufacturing,(NA)
17000,Illinois,15,        Nonmetallic mineral product manufacturing,(NA)
17000,Illinois,16,        Primary metal manufacturing,(NA)
17000,Illinois,17,        Fabricated metal product manufacturing,(NA)
17000,Illinois,18,        Machinery manufacturing,(NA)
17000,Illinois,19,        Computer and electronic product manufacturing,(NA)
17000,Illinois,20,"        Electrical equipment, appliance, and component manufacturing",(NA)
17000,Illinois,21,"        Motor vehicles, bodies and trailers, and parts manufacturing",(NA)
17000,Illinois,22,        Other transportation equipment manufacturing,(NA)
17000,Illinois,23,        Furniture and related product manufacturing,(NA)
17000,Illinois,24,        Miscellaneous manufacturing,(NA)
17000,Illinois,25,      Nondurable goods manufacturing,50168.2
17000,Illinois,26,        Food and beverage and tobacco product manufacturing,(NA)
17000,Illinois,27,        Textile mills and textile product mills,(NA)
17000,Illinois,28,"        Apparel, leather, and allied product manufacturing",(NA)
17000,Illinois,29,        Paper manufacturing,(NA)
17000,Illinois,30,        Printing and related support activities,(NA)
17000,Illinois,31,        Petroleum and coal products manufacturing,(NA)
17000,Illinois,32,        Chemical manufacturing,(NA)
17000,Illinois,33,        Plastics and rubber products manufacturing,(NA)
17000,Illinois,34,    Wholesale trade,64668
17000,Illinois,35,    Retail trade,41521
17000,Illinois,36,    Transportation and warehousing,30120
17000,Illinois,37,      Air transportation,(NA)
17000,Illinois,38,      Rail transportation,(NA)
17000,Illinois,39,      Water transportation,(NA)
17000,Illinois,40,      Truck transportation,(NA)
17000,Illinois,41,      Transit and ground passenger transportation,(NA)
17000,Illinois,42,      Pipeline transportation,(NA)
17000,Illinois,43,      Other transportation and support activities,(NA)
17000,Illinois,44,      Warehousing and storage,(NA)
17000,Illinois,45,    Information,34105.2
17000,Illinois,46,      Publishing industries (except Internet),(NA)
17000,Illinois,47,      Motion picture and sound recording industries,(NA)
17000,Illinois,48,      Broadcasting (except Internet) and telecommunications,(NA)
17000,Illinois,49,"      Data processing, hosting, and other information services",(NA)
17000,Illinois,50,"    Finance, insurance, real estate, rental, and leasing",166363.4
17000,Illinois,51,      Finance and insurance,70157.3
17000,Illinois,52,"        Monetary Authorities- central bank, credit intermediation, and related services",(NA)
17000,Illinois,53,"        Securities, commodity contracts, and other financial investments and related activities",(NA)
17000,Illinois,54,        Insurance carriers and related activities,(NA)
17000,Illinois,55,"        Funds, trusts, and other financial vehicles",(NA)
17000,Illinois,56,      Real estate and rental and leasing,96265.6
17000,Illinois,57,        Real estate,(NA)
17000,Illinois,58,        Rental and leasing services and lessors of nonfinancial intangible assets,(NA)
17000,Illinois,59,    Professional and business services,113643.3
17000,Illinois,60,"      Professional, scientific, and technical services",68751.7
17000,Illinois,61,        Legal services,(NA)
17000,Illinois,62,        Computer systems design and related services,(NA)
17000,Illinois,63,"        Miscellaneous professional, scientific, and technical services",(NA)
17000,Illinois,64,      Management of companies and enterprises,17697.1
17000,Illinois,65,      Administrative and support and waste management and remediation services,27054.2
17000,Illinois,66,        Administrative and support services,(NA)
17000,Illinois,67,        Waste management and remediation services,(NA)
17000,Illinois,68,"    Educational services, health care, and social assistance",68480
17000,Illinois,69,      Educational services,11068.5
17000,Illinois,70,      Health care and social assistance,57490.6
17000,Illinois,71,        Ambulatory health care services,(NA)
17000,Illinois,72,        Hospitals,(NA)
17000,Illinois,73,        Nursing and residential care facilities,(NA)
17000,Illinois,74,        Social assistance,(NA)
17000,Illinois,75,"    Arts, entertainment, recreation, accommodation, and food services",29976.6
17000,Illinois,76,"      Arts, entertainment, and recreation",8570.3
17000,Illinois,77,"        Performing arts, spectator sports, museums, and related activities",(NA)
17000,Illinois,78,"        Amusement, gambling, and recreation industries",(NA)
17000,Illinois,79,      Accommodation and food services,21407.3
17000,Illinois,80,        Accommodation,(NA)
17000,Illinois,81,        Food services and drinking places,(NA)
17000,Illinois,82,    Other services (except government and government enterprises),16395.8
17000,Illinois,83,  Government and government enterprises,71331.4
17000,Illinois,84,    Federal civilian,(NA)
17000,Illinois,85,    Military,(NA)
17000,Illinois,86,    State and local,(NA)
17000,Illinois,,Addenda:,
17000,Illinois,87,Natural resources and mining,11786.8
17000,Illinois,88,Trade,106171.6
17000,Illinois,89,Transportation and utilities,43540.4
17000,Illinois,91,Private goods-producing industries 2/,133511.2
17000,Illinois,92,Private services-providing industries 3/,577202.7
18000,Indiana,1,All industry total,332040.6
18000,Indiana,2,  Private industries,302863.4
18000,Indiana,3,"    Agriculture, forestry, fishing and hunting",5361.9
18000,Indiana,4,      Farms,(NA)
18000,Indiana,5,"      Forestry, fishing, and related activities",(NA)
18000,Indiana,6,"    Mining, quarrying, and oil and gas extraction",1609.5
18000,Indiana,7,      Oil and gas extraction,(NA)
18000,Indiana,8,      Mining (except oil and gas),(NA)
18000,Indiana,9,      Support activities for mining,(NA)
18000,Indiana,10,    Utilities,6192.2
18000,Indiana,11,    Construction,11075.1
18000,Indiana,12,    Manufacturing,91097
18000,Indiana,13,      Durable goods manufacturing,53542.8
18000,Indiana,14,        Wood product manufacturing,(NA)
18000,Indiana,15,        Nonmetallic mineral product manufacturing,(NA)
18000,Indiana,16,        Primary metal manufacturing,(NA)
18000,Indiana,17,        Fabricated metal product manufacturing,(NA)
18000,Indiana,18,        Machinery manufacturing,(NA)
18000,Indiana,19,        Computer and electronic product manufacturing,(NA)
18000,Indiana,20,"        Electrical equipment, appliance, and component manufacturing",(NA)
18000,Indiana,21,"        Motor vehicles, bodies and trailers, and parts manufacturing",(NA)
18000,Indiana,22,        Other transportation equipment manufacturing,(NA)
18000,Indiana,23,        Furniture and related product manufacturing,(NA)
18000,Indiana,24,        Miscellaneous manufacturing,(NA)
18000,Indiana,25,      Nondurable goods manufacturing,37489.3
18000,Indiana,26,        Food and beverage and tobacco product manufacturing,(NA)
18000,Indiana,27,        Textile mills and textile product mills,(NA)
18000,Indiana,28,"        Apparel, leather, and allied product manufacturing",(NA)
18000,Indiana,29,        Paper manufacturing,(NA)
18000,Indiana,30,        Printing and related support activities,(NA)
18000,Indiana,31,        Petroleum and coal products manufacturing,(NA)
18000,Indiana,32,        Chemical manufacturing,(NA)
18000,Indiana,33,        Plastics and rubber products manufacturing,(NA)
18000,Indiana,34,    Wholesale trade,19131.4
18000,Indiana,35,    Retail trade,20090.9
18000,Indiana,36,    Transportation and warehousing,10942
18000,Indiana,37,      Air transportation,(NA)
18000,Indiana,38,      Rail transportation,(NA)
18000,Indiana,39,      Water transportation,(NA)
18000,Indiana,40,      Truck transportation,(NA)
18000,Indiana,41,      Transit and ground passenger transportation,(NA)
18000,Indiana,42,      Pipeline transportation,(NA)
18000,Indiana,43,      Other transportation and support activities,(NA)
18000,Indiana,44,      Warehousing and storage,(NA)
18000,Indiana,45,    Information,6801.3
18000,Indiana,46,      Publishing industries (except Internet),(NA)
18000,Indiana,47,      Motion picture and sound recording industries,(NA)
18000,Indiana,48,      Broadcasting (except Internet) and telecommunications,(NA)
18000,Indiana,49,"      Data processing, hosting, and other information services",(NA)
18000,Indiana,50,"    Finance, insurance, real estate, rental, and leasing",49437.3
18000,Indiana,51,      Finance and insurance,17622.1
18000,Indiana,52,"        Monetary Authorities- central bank, credit intermediation, and related services",(NA)
18000,Indiana,53,"        Securities, commodity contracts, and other financial investments and related activities",(NA)
18000,Indiana,54,        Insurance carriers and related activities,(NA)
18000,Indiana,55,"        Funds, trusts, and other financial vehicles",(NA)
18000,Indiana,56,      Real estate and rental and leasing,31754.8
18000,Indiana,57,        Real estate,(NA)
18000,Indiana,58,        Rental and leasing services and lessors of nonfinancial intangible assets,(NA)
18000,Indiana,59,    Professional and business services,30430.8
18000,Indiana,60,"      Professional, scientific, and technical services",15534.7
18000,Indiana,61,        Legal services,(NA)
18000,Indiana,62,        Computer systems design and related services,(NA)
18000,Indiana,63,"        Miscellaneous professional, scientific, and technical services",(NA)
18000,Indiana,64,      Management of companies and enterprises,5400
18000,Indiana,65,      Administrative and support and waste management and remediation services,9580.2
18000,Indiana,66,        Administrative and support services,(NA)
18000,Indiana,67,        Waste management and remediation services,(NA)
18000,Indiana,68,"    Educational services, health care, and social assistance",32586.5
18000,Indiana,69,      Educational services,3281.4
18000,Indiana,70,      Health care and social assistance,29342.7
18000,Indiana,71,        Ambulatory health care services,(NA)
18000,Indiana,72,        Hospitals,(NA)
18000,Indiana,73,        Nursing and residential care facilities,(NA)
18000,Indiana,74,        Social assistance,(NA)
18000,Indiana,75,"    Arts, entertainment, recreation, accommodation, and food services",11252.7
18000,Indiana,76,"      Arts, entertainment, and recreation",3439.9
18000,Indiana,77,"        Performing arts, spectator sports, museums, and related activities",(NA)
18000,Indiana,78,"        Amusement, gambling, and recreation industries",(NA)
18000,Indiana,79,      Accommodation and food services,7805.7
18000,Indiana,80,        Accommodation,(NA)
18000,Indiana,81,        Food services and drinking places,(NA)
18000,Indiana,82,    Other services (except government and government enterprises),6805.4
18000,Indiana,83,  Government and government enterprises,29225
18000,Indiana,84,    Federal civilian,(NA)
18000,Indiana,85,    Military,(NA)
18000,Indiana,86,    State and local,(NA)
18000,Indiana,,Addenda:,
18000,Indiana,87,Natural resources and mining,6968.8
18000,Indiana,88,Trade,39194.8
18000,Indiana,89,Transportation and utilities,17114.4
18000,Indiana,91,Private goods-producing industries 2/,109324.7
18000,Indiana,92,Private services-providing industries 3/,193455.1
19000,Iowa,1,All industry total,173688.4
19000,Iowa,2,  Private industries,155108
19000,Iowa,3,"    Agriculture, forestry, fishing and hunting",13227.3
19000,Iowa,4,      Farms,(NA)
19000,Iowa,5,"      Forestry, fishing, and related activities",(NA)
19000,Iowa,6,"    Mining, quarrying, and oil and gas extraction",467.5
19000,Iowa,7,      Oil and gas extraction,(NA)
19000,Iowa,8,      Mining (except oil and gas),(NA)
19000,Iowa,9,      Support activities for mining,(NA)
19000,Iowa,10,    Utilities,3036.3
19000,Iowa,11,    Construction,5845.5
19000,Iowa,12,    Manufacturing,30151.5
19000,Iowa,13,      Durable goods manufacturing,15905.4
19000,Iowa,14,        Wood product manufacturing,(NA)
19000,Iowa,15,        Nonmetallic mineral product manufacturing,(NA)
19000,Iowa,16,        Primary metal manufacturing,(NA)
19000,Iowa,17,        Fabricated metal product manufacturing,(NA)
19000,Iowa,18,        Machinery manufacturing,(NA)
19000,Iowa,19,        Computer and electronic product manufacturing,(NA)
19000,Iowa,20,"        Electrical equipment, appliance, and component manufacturing",(NA)
19000,Iowa,21,"        Motor vehicles, bodies and trailers, and parts manufacturing",(NA)
19000,Iowa,22,        Other transportation equipment manufacturing,(NA)
19000,Iowa,23,        Furniture and related product manufacturing,(NA)
19000,Iowa,24,        Miscellaneous manufacturing,(NA)
19000,Iowa,25,      Nondurable goods manufacturing,14237.5
19000,Iowa,26,        Food and beverage and tobacco product manufacturing,(NA)
19000,Iowa,27,        Textile mills and textile product mills,(NA)
19000,Iowa,28,"        Apparel, leather, and allied product manufacturing",(NA)
19000,Iowa,29,        Paper manufacturing,(NA)
19000,Iowa,30,        Printing and related support activities,(NA)
19000,Iowa,31,        Petroleum and coal products manufacturing,(NA)
19000,Iowa,32,        Chemical manufacturing,(NA)
19000,Iowa,33,        Plastics and rubber products manufacturing,(NA)
19000,Iowa,34,    Wholesale trade,10325.2
19000,Iowa,35,    Retail trade,9735.8
19000,Iowa,36,    Transportation and warehousing,5260.9
19000,Iowa,37,      Air transportation,(NA)
19000,Iowa,38,      Rail transportation,(NA)
19000,Iowa,39,      Water transportation,(NA)
19000,Iowa,40,      Truck transportation,(NA)
19000,Iowa,41,      Transit and ground passenger transportation,(NA)
19000,Iowa,42,      Pipeline transportation,(NA)
19000,Iowa,43,      Other transportation and support activities,(NA)
19000,Iowa,44,      Warehousing and storage,(NA)
19000,Iowa,45,    Information,5218.3
19000,Iowa,46,      Publishing industries (except Internet),(NA)
19000,Iowa,47,      Motion picture and sound recording industries,(NA)
19000,Iowa,48,      Broadcasting (except Internet) and telecommunications,(NA)
19000,Iowa,49,"      Data processing, hosting, and other information services",(NA)
19000,Iowa,50,"    Finance, insurance, real estate, rental, and leasing",39344.3
19000,Iowa,51,      Finance and insurance,22151.2
19000,Iowa,52,"        Monetary Authorities- central bank, credit intermediation, and related services",(NA)
19000,Iowa,53,"        Securities, commodity contracts, and other financial investments and related activities",(NA)
19000,Iowa,54,        Insurance carriers and related activities,(NA)
19000,Iowa,55,"        Funds, trusts, and other financial vehicles",(NA)
19000,Iowa,56,      Real estate and rental and leasing,17110.1
19000,Iowa,57,        Real estate,(NA)
19000,Iowa,58,        Rental and leasing services and lessors of nonfinancial intangible assets,(NA)
19000,Iowa,59,    Professional and business services,12125.2
19000,Iowa,60,"      Professional, scientific, and technical services",6200.9
19000,Iowa,61,        Legal services,(NA)
19000,Iowa,62,        Computer systems design and related services,(NA)
19000,Iowa,63,"        Miscellaneous professional, scientific, and technical services",(NA)
19000,Iowa,64,      Management of companies and enterprises,2550.4
19000,Iowa,65,      Administrative and support and waste management and remediation services,3412.3
19000,Iowa,66,        Administrative and support services,(NA)
19000,Iowa,67,        Waste management and remediation services,(NA)
19000,Iowa,68,"    Educational services, health care, and social assistance",13138.6
19000,Iowa,69,      Educational services,1516.8
19000,Iowa,70,      Health care and social assistance,11634.6
19000,Iowa,71,        Ambulatory health care services,(NA)
19000,Iowa,72,        Hospitals,(NA)
19000,Iowa,73,        Nursing and residential care facilities,(NA)
19000,Iowa,74,        Social assistance,(NA)
19000,Iowa,75,"    Arts, entertainment, recreation, accommodation, and food services",4526.6
19000,Iowa,76,"      Arts, entertainment, and recreation",1045.4
19000,Iowa,77,"        Performing arts, spectator sports, museums, and related activities",(NA)
19000,Iowa,78,"        Amusement, gambling, and recreation industries",(NA)
19000,Iowa,79,      Accommodation and food services,3481.2
19000,Iowa,80,        Accommodation,(NA)
19000,Iowa,81,        Food services and drinking places,(NA)
19000,Iowa,82,    Other services (except government and government enterprises),3252.1
19000,Iowa,83,  Government and government enterprises,18631.6
19000,Iowa,84,    Federal civilian,(NA)
19000,Iowa,85,    Military,(NA)
19000,Iowa,86,    State and local,(NA)
19000,Iowa,,Addenda:,
19000,Iowa,87,Natural resources and mining,13720.5
19000,Iowa,88,Trade,20046.5
19000,Iowa,89,Transportation and utilities,8289.3
19000,Iowa,91,Private goods-producing industries 2/,49084.9
19000,Iowa,92,Private services-providing industries 3/,105856.9
20000,Kansas,1,All industry total,155944.3
20000,Kansas,2,  Private industries,137112
20000,Kansas,3,"    Agriculture, forestry, fishing and hunting",4842.3
20000,Kansas,4,      Farms,(NA)
20000,Kansas,5,"      Forestry, fishing, and related activities",(NA)
20000,Kansas,6,"    Mining, quarrying, and oil and gas extraction",1518.2
20000,Kansas,7,      Oil and gas extraction,(NA)
20000,Kansas,8,      Mining (except oil and gas),(NA)
20000,Kansas,9,      Support activities for mining,(NA)
20000,Kansas,10,    Utilities,2731.3
20000,Kansas,11,    Construction,4897.4
20000,Kansas,12,    Manufacturing,25541
20000,Kansas,13,      Durable goods manufacturing,13687.9
20000,Kansas,14,        Wood product manufacturing,(NA)
20000,Kansas,15,        Nonmetallic mineral product manufacturing,(NA)
20000,Kansas,16,        Primary metal manufacturing,(NA)
20000,Kansas,17,        Fabricated metal product manufacturing,(NA)
20000,Kansas,18,        Machinery manufacturing,(NA)
20000,Kansas,19,        Computer and electronic product manufacturing,(NA)
20000,Kansas,20,"        Electrical equipment, appliance, and component manufacturing",(NA)
20000,Kansas,21,"        Motor vehicles, bodies and trailers, and parts manufacturing",(NA)
20000,Kansas,22,        Other transportation equipment manufacturing,(NA)
20000,Kansas,23,        Furniture and related product manufacturing,(NA)
20000,Kansas,24,        Miscellaneous manufacturing,(NA)
20000,Kansas,25,      Nondurable goods manufacturing,11806
20000,Kansas,26,        Food and beverage and tobacco product manufacturing,(NA)
20000,Kansas,27,        Textile mills and textile product mills,(NA)
20000,Kansas,28,"        Apparel, leather, and allied product manufacturing",(NA)
20000,Kansas,29,        Paper manufacturing,(NA)
20000,Kansas,30,        Printing and related support activities,(NA)
20000,Kansas,31,        Petroleum and coal products manufacturing,(NA)
20000,Kansas,32,        Chemical manufacturing,(NA)
20000,Kansas,33,        Plastics and rubber products manufacturing,(NA)
20000,Kansas,34,    Wholesale trade,10079.5
20000,Kansas,35,    Retail trade,9948.5
20000,Kansas,36,    Transportation and warehousing,6087.4
20000,Kansas,37,      Air transportation,(NA)
20000,Kansas,38,      Rail transportation,(NA)
20000,Kansas,39,      Water transportation,(NA)
20000,Kansas,40,      Truck transportation,(NA)
20000,Kansas,41,      Transit and ground passenger transportation,(NA)
20000,Kansas,42,      Pipeline transportation,(NA)
20000,Kansas,43,      Other transportation and support activities,(NA)
20000,Kansas,44,      Warehousing and storage,(NA)
20000,Kansas,45,    Information,7552
20000,Kansas,46,      Publishing industries (except Internet),(NA)
20000,Kansas,47,      Motion picture and sound recording industries,(NA)
20000,Kansas,48,      Broadcasting (except Internet) and telecommunications,(NA)
20000,Kansas,49,"      Data processing, hosting, and other information services",(NA)
20000,Kansas,50,"    Finance, insurance, real estate, rental, and leasing",25401.8
20000,Kansas,51,      Finance and insurance,7333.3
20000,Kansas,52,"        Monetary Authorities- central bank, credit intermediation, and related services",(NA)
20000,Kansas,53,"        Securities, commodity contracts, and other financial investments and related activities",(NA)
20000,Kansas,54,        Insurance carriers and related activities,(NA)
20000,Kansas,55,"        Funds, trusts, and other financial vehicles",(NA)
20000,Kansas,56,      Real estate and rental and leasing,18171.2
20000,Kansas,57,        Real estate,(NA)
20000,Kansas,58,        Rental and leasing services and lessors of nonfinancial intangible assets,(NA)
20000,Kansas,59,    Professional and business services,17895.5
20000,Kansas,60,"      Professional, scientific, and technical services",9034.7
20000,Kansas,61,        Legal services,(NA)
20000,Kansas,62,        Computer systems design and related services,(NA)
20000,Kansas,63,"        Miscellaneous professional, scientific, and technical services",(NA)
20000,Kansas,64,      Management of companies and enterprises,4264.3
20000,Kansas,65,      Administrative and support and waste management and remediation services,4693.9
20000,Kansas,66,        Administrative and support services,(NA)
20000,Kansas,67,        Waste management and remediation services,(NA)
20000,Kansas,68,"    Educational services, health care, and social assistance",12652.1
20000,Kansas,69,      Educational services,951.4
20000,Kansas,70,      Health care and social assistance,11710.7
20000,Kansas,71,        Ambulatory health care services,(NA)
20000,Kansas,72,        Hospitals,(NA)
20000,Kansas,73,        Nursing and residential care facilities,(NA)
20000,Kansas,74,        Social assistance,(NA)
20000,Kansas,75,"    Arts, entertainment, recreation, accommodation, and food services",4237
20000,Kansas,76,"      Arts, entertainment, and recreation",810.7
20000,Kansas,77,"        Performing arts, spectator sports, museums, and related activities",(NA)
20000,Kansas,78,"        Amusement, gambling, and recreation industries",(NA)
20000,Kansas,79,      Accommodation and food services,3429
20000,Kansas,80,        Accommodation,(NA)
20000,Kansas,81,        Food services and drinking places,(NA)
20000,Kansas,82,    Other services (except government and government enterprises),3190.9
20000,Kansas,83,  Government and government enterprises,18956.7
20000,Kansas,84,    Federal civilian,(NA)
20000,Kansas,85,    Military,(NA)
20000,Kansas,86,    State and local,(NA)
20000,Kansas,,Addenda:,
20000,Kansas,87,Natural resources and mining,6517.3
20000,Kansas,88,Trade,20016.9
20000,Kansas,89,Transportation and utilities,8810.5
20000,Kansas,91,Private goods-producing industries 2/,37544.9
20000,Kansas,92,Private services-providing industries 3/,99517
21000,Kentucky,1,All industry total,189365.6
21000,Kentucky,2,  Private industries,165369.4
21000,Kentucky,3,"    Agriculture, forestry, fishing and hunting",3496.1
21000,Kentucky,4,      Farms,(NA)
21000,Kentucky,5,"      Forestry, fishing, and related activities",(NA)
21000,Kentucky,6,"    Mining, quarrying, and oil and gas extraction",2184
21000,Kentucky,7,      Oil and gas extraction,(NA)
21000,Kentucky,8,      Mining (except oil and gas),(NA)
21000,Kentucky,9,      Support activities for mining,(NA)
21000,Kentucky,10,    Utilities,3279
21000,Kentucky,11,    Construction,6833.1
21000,Kentucky,12,    Manufacturing,34810.6
21000,Kentucky,13,      Durable goods manufacturing,20045.9
21000,Kentucky,14,        Wood product manufacturing,(NA)
21000,Kentucky,15,        Nonmetallic mineral product manufacturing,(NA)
21000,Kentucky,16,        Primary metal manufacturing,(NA)
21000,Kentucky,17,        Fabricated metal product manufacturing,(NA)
21000,Kentucky,18,        Machinery manufacturing,(NA)
21000,Kentucky,19,        Computer and electronic product manufacturing,(NA)
21000,Kentucky,20,"        Electrical equipment, appliance, and component manufacturing",(NA)
21000,Kentucky,21,"        Motor vehicles, bodies and trailers, and parts manufacturing",(NA)
